protein,ideal_ligand,native_ligand,CNN_pose,CNN_VS,RMSD
1ERE,decoy38,EST_redock_1ERE,0.4862,3.2785,inf
1ERE,decoy86,EST_redock_1ERE,0.4829,2.8296,inf
1ERE,decoy418,EST_redock_1ERE,0.4827,3.4185,inf
1ERE,decoy277,EST_redock_1ERE,0.4816,3.4860,inf
1ERE,decoy340,EST_redock_1ERE,0.4813,3.6496,inf
1ERE,decoy398,EST_redock_1ERE,0.4809,3.2280,inf
1ERE,decoy402,EST_redock_1ERE,0.4793,3.0872,inf
1ERE,decoy294,EST_redock_1ERE,0.4787,3.0343,inf
1ERE,decoy167,EST_redock_1ERE,0.4779,3.3823,inf
1ERE,decoy149,EST_redock_1ERE,0.4767,3.3131,inf
1ERE,decoy125,EST_redock_1ERE,0.4759,3.3265,inf
1ERE,decoy105,EST_redock_1ERE,0.4741,2.9849,inf
1ERE,decoy11,EST_redock_1ERE,0.4740,2.9545,inf
1ERE,decoy358,EST_redock_1ERE,0.4731,3.1020,inf
1ERE,decoy164,EST_redock_1ERE,0.4721,3.1703,inf
1ERE,decoy433,EST_redock_1ERE,0.4717,2.8601,inf
1ERE,decoy163,EST_redock_1ERE,0.4709,3.3617,inf
1ERE,decoy285,EST_redock_1ERE,0.4708,3.4170,inf
1ERE,83-46-5_min,EST_redock_1ERE,0.4700,3.5098,inf
1ERE,decoy14,EST_redock_1ERE,0.4696,3.2005,inf
1ERE,decoy49,EST_redock_1ERE,0.4694,3.2549,inf
1ERE,decoy373,EST_redock_1ERE,0.4677,2.5764,inf
1ERE,decoy247,EST_redock_1ERE,0.4659,3.2751,inf
1ERE,decoy234,EST_redock_1ERE,0.4656,3.3157,inf
1ERE,decoy33,EST_redock_1ERE,0.4650,3.2864,inf
1ERE,decoy350,EST_redock_1ERE,0.4636,3.2151,inf
1ERE,decoy273,EST_redock_1ERE,0.4631,3.3502,inf
1ERE,decoy88,EST_redock_1ERE,0.4623,3.2806,inf
1ERE,decoy313,EST_redock_1ERE,0.4614,3.5173,inf
1ERE,decoy52,EST_redock_1ERE,0.4608,2.8956,inf
1ERE,decoy176,EST_redock_1ERE,0.4578,3.2604,inf
1ERE,decoy91,EST_redock_1ERE,0.4556,3.1567,inf
1ERE,decoy327,EST_redock_1ERE,0.4548,3.1405,inf
1ERE,decoy199,EST_redock_1ERE,0.4534,3.2404,inf
1ERE,decoy75,EST_redock_1ERE,0.4528,3.1449,inf
1ERE,decoy367,EST_redock_1ERE,0.4525,3.2132,inf
1ERE,decoy352,EST_redock_1ERE,0.4523,3.3006,inf
1ERE,decoy337,EST_redock_1ERE,0.4504,3.3870,inf
1ERE,decoy334,EST_redock_1ERE,0.4496,3.3543,inf
1ERE,decoy316,EST_redock_1ERE,0.4491,3.3906,inf
1ERE,decoy16,EST_redock_1ERE,0.4484,3.1989,inf
1ERE,decoy408,EST_redock_1ERE,0.4468,3.2682,inf
1ERE,decoy284,EST_redock_1ERE,0.4461,3.1145,inf
1ERE,decoy144,EST_redock_1ERE,0.4433,3.2774,inf
1ERE,decoy31,EST_redock_1ERE,0.4414,3.0430,inf
1ERE,decoy229,EST_redock_1ERE,0.4407,2.9764,inf
1ERE,57-88-5_min,EST_redock_1ERE,0.4394,3.4171,inf
1ERE,decoy209,EST_redock_1ERE,0.4391,2.9110,inf
1ERE,decoy192,EST_redock_1ERE,0.4378,3.1048,inf
1ERE,decoy346,EST_redock_1ERE,0.4338,3.0090,inf
1ERE,911-45-5_min,EST_redock_1ERE,0.4308,3.0759,inf
1ERE,decoy141,EST_redock_1ERE,0.4293,2.8423,inf
1ERE,decoy238,EST_redock_1ERE,0.4260,3.2696,inf
1ERE,decoy202,EST_redock_1ERE,0.4251,2.9212,inf
1ERE,decoy385,EST_redock_1ERE,0.4217,3.1323,inf
1ERE,decoy66,EST_redock_1ERE,0.4217,2.4111,inf
1ERE,decoy138,EST_redock_1ERE,0.4215,2.8188,inf
1ERE,decoy237,EST_redock_1ERE,0.4215,2.6916,inf
1ERE,decoy40,EST_redock_1ERE,0.4199,2.9698,inf
1ERE,decoy194,EST_redock_1ERE,0.4195,2.9810,inf
1ERE,decoy124,EST_redock_1ERE,0.4182,2.6416,inf
1ERE,decoy303,EST_redock_1ERE,0.4167,2.9377,inf
1ERE,115-86-6_min,EST_redock_1ERE,0.4154,2.5360,inf
1ERE,decoy143,EST_redock_1ERE,0.4107,2.9276,inf
1ERE,decoy12,EST_redock_1ERE,0.4071,2.5857,inf
1ERE,decoy357,EST_redock_1ERE,0.4071,2.7737,inf
1ERE,decoy228,EST_redock_1ERE,0.4057,2.5355,inf
1ERE,decoy218,EST_redock_1ERE,0.4056,2.8860,inf
1ERE,decoy215,EST_redock_1ERE,0.4043,2.8318,inf
1ERE,decoy276,EST_redock_1ERE,0.4032,2.7877,inf
1ERE,decoy142,EST_redock_1ERE,0.4030,2.8472,inf
1ERE,decoy139,EST_redock_1ERE,0.4017,2.8352,inf
1ERE,decoy103,EST_redock_1ERE,0.3969,2.7278,inf
1ERE,decoy104,EST_redock_1ERE,0.3941,2.6962,inf
1ERE,decoy424,EST_redock_1ERE,0.3927,2.5770,inf
1ERE,decoy120,EST_redock_1ERE,0.3900,2.6093,inf
1ERE,decoy97,EST_redock_1ERE,0.3899,2.3054,inf
1ERE,decoy354,EST_redock_1ERE,0.3897,2.5430,inf
1ERE,decoy338,EST_redock_1ERE,0.3875,2.4538,inf
1ERE,decoy126,EST_redock_1ERE,0.3860,2.6378,inf
1ERE,decoy225,EST_redock_1ERE,0.3853,2.4512,inf
1ERE,decoy133,EST_redock_1ERE,0.3839,2.3594,inf
1ERE,decoy211,EST_redock_1ERE,0.3820,2.6597,inf
1ERE,decoy339,EST_redock_1ERE,0.3818,2.7494,inf
1ERE,decoy233,EST_redock_1ERE,0.3794,2.4183,inf
1ERE,decoy148,EST_redock_1ERE,0.3791,2.5249,inf
1ERE,decoy35,EST_redock_1ERE,0.3790,2.5707,inf
1ERE,decoy293,EST_redock_1ERE,0.3778,2.7231,inf
1ERE,decoy430,EST_redock_1ERE,0.3774,2.6070,inf
1ERE,decoy378,EST_redock_1ERE,0.3767,2.5345,inf
1ERE,decoy270,EST_redock_1ERE,0.3746,2.4685,inf
1ERE,decoy46,EST_redock_1ERE,0.3741,2.4096,inf
1ERE,decoy286,EST_redock_1ERE,0.3741,2.5002,inf
1ERE,decoy292,EST_redock_1ERE,0.3721,2.6603,inf
1ERE,decoy147,EST_redock_1ERE,0.3709,2.6888,inf
1ERE,decoy296,EST_redock_1ERE,0.3691,2.5723,inf
1ERE,decoy198,EST_redock_1ERE,0.3671,2.5583,inf
1ERE,decoy387,EST_redock_1ERE,0.3649,2.4816,inf
1ERE,decoy347,EST_redock_1ERE,0.3616,2.4121,inf
1ERE,decoy343,EST_redock_1ERE,0.3615,2.5188,inf
1ERE,decoy254,EST_redock_1ERE,0.3608,2.1108,inf
1ERE,decoy115,EST_redock_1ERE,0.3593,2.4202,inf
1ERE,decoy365,EST_redock_1ERE,0.3571,1.9248,inf
1ERE,decoy371,EST_redock_1ERE,0.3559,2.1991,inf
1ERE,decoy315,EST_redock_1ERE,0.3552,2.5000,inf
1ERE,decoy74,EST_redock_1ERE,0.3550,2.4668,inf
1ERE,decoy170,EST_redock_1ERE,0.3536,2.2654,inf
1ERE,decoy137,EST_redock_1ERE,0.3535,2.5001,inf
1ERE,decoy65,EST_redock_1ERE,0.3532,2.5113,inf
1ERE,decoy283,EST_redock_1ERE,0.3525,2.3753,inf
1ERE,decoy70,EST_redock_1ERE,0.3419,2.3230,inf
1ERE,decoy127,EST_redock_1ERE,0.3393,2.4568,inf
1ERE,decoy325,EST_redock_1ERE,0.3381,2.5329,inf
1ERE,decoy26,EST_redock_1ERE,0.3376,2.3065,inf
1ERE,decoy366,EST_redock_1ERE,0.3369,1.8911,inf
1ERE,decoy323,EST_redock_1ERE,0.3363,2.4008,inf
1ERE,decoy140,EST_redock_1ERE,0.3353,2.4635,inf
1ERE,decoy362,EST_redock_1ERE,0.3353,2.3760,inf
1ERE,decoy134,EST_redock_1ERE,0.3348,2.2104,inf
1ERE,decoy117,EST_redock_1ERE,0.3324,2.3663,inf
1ERE,decoy278,EST_redock_1ERE,0.3262,2.1947,inf
1ERE,decoy321,EST_redock_1ERE,0.3250,2.2393,inf
1ERE,decoy395,EST_redock_1ERE,0.3235,1.9573,inf
1ERE,decoy136,EST_redock_1ERE,0.3209,2.3151,inf
1ERE,decoy55,EST_redock_1ERE,0.3175,2.3263,inf
1ERE,decoy98,EST_redock_1ERE,0.3168,1.7563,inf
1ERE,decoy53,EST_redock_1ERE,0.3146,2.1686,inf
1ERE,decoy96,EST_redock_1ERE,0.3135,2.0168,inf
1ERE,decoy100,EST_redock_1ERE,0.3122,2.1809,inf
1ERE,decoy181,EST_redock_1ERE,0.3112,2.1749,inf
1ERE,decoy77,EST_redock_1ERE,0.3106,2.0644,inf
1ERE,decoy145,EST_redock_1ERE,0.3099,2.1142,inf
1ERE,decoy20,EST_redock_1ERE,0.3098,2.1754,inf
1ERE,decoy108,EST_redock_1ERE,0.3095,2.0643,inf
1ERE,decoy152,EST_redock_1ERE,0.3095,2.1194,inf
1ERE,decoy380,EST_redock_1ERE,0.3076,2.1542,inf
1ERE,decoy47,EST_redock_1ERE,0.3070,2.0684,inf
1ERE,decoy248,EST_redock_1ERE,0.3036,1.9458,inf
1ERE,decoy383,EST_redock_1ERE,0.3012,2.1482,inf
1ERE,decoy390,EST_redock_1ERE,0.2982,2.1956,inf
1ERE,decoy423,EST_redock_1ERE,0.2972,1.9946,inf
1ERE,1845-11-0_min,EST_redock_1ERE,0.2969,2.2513,inf
1ERE,decoy324,EST_redock_1ERE,0.2937,1.9403,inf
1ERE,decoy372,EST_redock_1ERE,0.2901,1.8259,inf
1ERE,decoy377,EST_redock_1ERE,0.2874,1.7189,inf
1ERE,decoy177,EST_redock_1ERE,0.2829,1.8659,inf
1ERE,decoy341,EST_redock_1ERE,0.2710,1.8997,inf
1ERE,decoy161,EST_redock_1ERE,0.2701,1.7386,inf
1ERE,decoy122,EST_redock_1ERE,0.2685,1.8291,inf
1ERE,decoy369,EST_redock_1ERE,0.2507,1.6982,inf
1ERE,decoy58,EST_redock_1ERE,0.2397,1.5675,inf
1ERE,decoy370,EST_redock_1ERE,0.2277,1.5160,inf
1ERE,decoy432,EST_redock_1ERE,0.2001,1.3528,inf
1ERE,decoy310,EST_redock_1ERE,0.1935,1.3195,inf
1ERE,decoy262,EST_redock_1ERE,0.1916,1.2446,inf
1G50,53-16-7_min,EST_redock_1G50,0.9902,8.2969,0.5872
1G50,67651-34-7_min,EST_redock_1G50,0.9838,8.1041,inf
1G50,474-86-2_min,EST_redock_1G50,0.9823,8.1628,0.5841
1G50,3601-97-6_min,EST_redock_1G50,0.9763,8.0406,inf
1G50,57-91-0_min,EST_redock_1G50,0.9710,7.9005,0.7509
1G50,50-28-2_min,EST_redock_1G50,0.9692,8.0906,0.8287
1G50,EST_min,EST_redock_1G50,0.9692,8.0906,0.8287
1G50,65118-81-2_min,EST_redock_1G50,0.9627,7.5681,inf
1G50,53-45-2_min,EST_redock_1G50,0.9607,6.8543,inf
1G50,84-16-2_min,EST_redock_1G50,0.9594,7.9554,inf
1G50,5976-61-4_min,EST_redock_1G50,0.9580,7.8474,0.7278
1G50,1229-24-9_min,EST_redock_1G50,0.9559,8.0396,0.2483
1G50,50-27-1_min,EST_redock_1G50,0.9551,8.2222,0.3286
1G50,53-63-4_min,EST_redock_1G50,0.9545,7.6608,inf
1G50,53905-28-5_min,EST_redock_1G50,0.9493,6.5369,inf
1G50,decoy13,EST_redock_1G50,0.9430,7.3221,inf
1G50,28034-99-3_min,EST_redock_1G50,0.9422,6.2917,inf
1G50,599-64-4_min,EST_redock_1G50,0.9376,6.4319,inf
1G50,1806-26-4_min,EST_redock_1G50,0.9359,6.8358,inf
1G50,decoy166,EST_redock_1G50,0.9356,7.6159,inf
1G50,92-04-6_min,EST_redock_1G50,0.9323,5.4942,inf
1G50,99-71-8_min,EST_redock_1G50,0.9285,5.6898,inf
1G50,84-17-3_min,EST_redock_1G50,0.9270,7.5456,inf
1G50,140-66-9_min,EST_redock_1G50,0.9268,6.8506,inf
1G50,27L_min,EST_redock_1G50,0.9268,6.8506,inf
1G50,DES_min,EST_redock_1G50,0.9254,7.5875,inf
1G50,decoy280,EST_redock_1G50,0.9222,6.7195,inf
1G50,120-47-8_min,EST_redock_1G50,0.9222,5.2769,inf
1G50,1085-12-7_min,EST_redock_1G50,0.9207,6.6172,inf
1G50,521-18-6_min,EST_redock_1G50,0.9167,7.1897,0.5208
1G50,104-43-8_min,EST_redock_1G50,0.9137,7.2043,inf
1G50,decoy1,EST_redock_1G50,0.9119,6.5280,inf
1G50,decoy206,EST_redock_1G50,0.9115,6.2726,inf
1G50,80-46-6_min,EST_redock_1G50,0.9109,5.6993,inf
1G50,94-13-3_min,EST_redock_1G50,0.9052,5.7187,inf
1G50,5153-25-3_min,EST_redock_1G50,0.9051,6.5602,inf
1G50,28463-03-8_min,EST_redock_1G50,0.9050,7.1679,inf
1G50,571-20-0_min,EST_redock_1G50,0.9047,7.4281,0.6295
1G50,decoy312,EST_redock_1G50,0.9040,7.4653,inf
1G50,56-53-1_min,EST_redock_1G50,0.9040,7.3546,inf
1G50,decoy368,EST_redock_1G50,0.9037,6.8326,inf
1G50,decoy417,EST_redock_1G50,0.9036,6.6177,inf
1G50,decoy123,EST_redock_1G50,0.9030,6.9087,inf
1G50,92-69-3_min,EST_redock_1G50,0.9027,5.1921,inf
1G50,27K_min,EST_redock_1G50,0.9019,5.9073,inf
1G50,94-26-8_min,EST_redock_1G50,0.9019,5.9073,inf
1G50,99-76-3_min,EST_redock_1G50,0.9016,4.8017,inf
1G50,580-51-8_min,EST_redock_1G50,0.9006,5.1335,inf
1G50,60-57-1_min,EST_redock_1G50,0.8998,7.3150,inf
1G50,123-07-9_min,EST_redock_1G50,0.8995,4.6921,inf
1G50,98-54-4_min,EST_redock_1G50,0.8975,5.2422,inf
1G50,decoy410,EST_redock_1G50,0.8957,6.2746,inf
1G50,decoy21,EST_redock_1G50,0.8919,6.2029,inf
1G50,decoy173,EST_redock_1G50,0.8900,6.4398,inf
1G50,decoy263,EST_redock_1G50,0.8892,5.9575,inf
1G50,59-50-7_min,EST_redock_1G50,0.8882,4.4886,inf
1G50,2971-36-0_min,EST_redock_1G50,0.8882,6.9967,inf
1G50,decoy128,EST_redock_1G50,0.8871,6.1745,inf
1G50,13037-86-0_min,EST_redock_1G50,0.8868,6.3564,inf
1G50,6052-84-2_min,EST_redock_1G50,0.8867,6.4316,inf
1G50,decoy291,EST_redock_1G50,0.8858,5.8931,inf
1G50,decoy257,EST_redock_1G50,0.8856,6.8288,inf
1G50,6554-98-9_min,EST_redock_1G50,0.8845,6.2162,inf
1G50,362-05-0_min,EST_redock_1G50,0.8845,6.8693,0.9531
1G50,Testosterone_min,EST_redock_1G50,0.8829,7.0280,0.8846
1G50,58-22-0_min,EST_redock_1G50,0.8829,7.0280,0.8846
1G50,15372-34-6_min,EST_redock_1G50,0.8816,6.4145,inf
1G50,789-02-6_min,EST_redock_1G50,0.8811,6.4721,inf
1G50,94-18-8_min,EST_redock_1G50,0.8784,6.0769,inf
1G50,103-16-2_min,EST_redock_1G50,0.8780,5.8853,inf
1G50,34816-55-2_min,EST_redock_1G50,0.8775,7.1261,0.8520
1G50,2529-64-8_min,EST_redock_1G50,0.8729,6.1417,inf
1G50,decoy236,EST_redock_1G50,0.8663,5.7276,inf
1G50,decoy253,EST_redock_1G50,0.8640,5.6813,inf
1G50,77-40-7_min,EST_redock_1G50,0.8611,6.4638,inf
1G50,611-99-4_min,EST_redock_1G50,0.8600,6.1365,inf
1G50,decoy186,EST_redock_1G50,0.8595,6.2307,inf
1G50,decoy240,EST_redock_1G50,0.8593,5.9770,inf
1G50,131-56-6_min,EST_redock_1G50,0.8582,5.3201,inf
1G50,decoy419,EST_redock_1G50,0.8581,5.8902,inf
1G50,659-22-3_min,EST_redock_1G50,0.8547,6.1802,inf
1G50,decoy92,EST_redock_1G50,0.8534,6.4528,inf
1G50,decoy244,EST_redock_1G50,0.8513,6.2887,inf
1G50,decoy62,EST_redock_1G50,0.8495,5.6607,inf
1G50,decoy330,EST_redock_1G50,0.8476,6.5238,inf
1G50,decoy269,EST_redock_1G50,0.8437,6.0670,inf
1G50,1570-64-5_min,EST_redock_1G50,0.8425,3.7213,inf
1G50,53-19-0_min,EST_redock_1G50,0.8397,5.8708,inf
1G50,decoy153,EST_redock_1G50,0.8381,6.0045,inf
1G50,decoy174,EST_redock_1G50,0.8371,6.0335,inf
1G50,decoy375,EST_redock_1G50,0.8350,6.4255,inf
1G50,EE2_min,EST_redock_1G50,0.8347,6.7741,1.0527
1G50,57-63-6_min,EST_redock_1G50,0.8347,6.7741,1.0527
1G50,481-30-1_min,EST_redock_1G50,0.8347,6.4448,0.9250
1G50,75938-34-0_min,EST_redock_1G50,0.8330,6.4541,inf
1G50,decoy434,EST_redock_1G50,0.8328,5.8233,inf
1G50,decoy93,EST_redock_1G50,0.8319,5.6696,inf
1G50,decoy85,EST_redock_1G50,0.8303,6.0510,inf
1G50,decoy331,EST_redock_1G50,0.8287,6.7334,inf
1G50,decoy190,EST_redock_1G50,0.8281,6.0782,inf
1G50,36J_min,EST_redock_1G50,0.8267,5.7832,inf
1G50,97-54-1_min,EST_redock_1G50,0.8243,4.9211,inf
1G50,decoy266,EST_redock_1G50,0.8212,5.9000,inf
1G50,80-05-7_min,EST_redock_1G50,0.8206,5.9616,inf
1G50,2OH_min,EST_redock_1G50,0.8206,5.9616,inf
1G50,decoy78,EST_redock_1G50,0.8197,6.1462,inf
1G50,218-01-9_min,EST_redock_1G50,0.8183,5.0915,inf
1G50,decoy60,EST_redock_1G50,0.8180,5.2066,inf
1G50,97-53-0_min,EST_redock_1G50,0.8166,4.7391,inf
1G50,decoy345,EST_redock_1G50,0.8153,6.3861,inf
1G50,126-00-1_min,EST_redock_1G50,0.8082,5.7093,inf
1G50,decoy18,EST_redock_1G50,0.8072,3.4983,inf
1G50,decoy48,EST_redock_1G50,0.8071,5.3019,inf
1G50,121-33-5_min,EST_redock_1G50,0.8048,3.5647,inf
1G50,decoy90,EST_redock_1G50,0.7998,5.7047,inf
1G50,decoy231,EST_redock_1G50,0.7973,6.0464,inf
1G50,243-17-4_min,EST_redock_1G50,0.7967,4.9096,inf
1G50,decoy54,EST_redock_1G50,0.7965,5.6672,inf
1G50,decoy309,EST_redock_1G50,0.7962,5.2582,inf
1G50,decoy36,EST_redock_1G50,0.7949,5.6510,inf
1G50,decoy71,EST_redock_1G50,0.7938,5.6046,inf
1G50,decoy255,EST_redock_1G50,0.7930,5.4176,inf
1G50,decoy94,EST_redock_1G50,0.7923,5.8123,inf
1G50,decoy274,EST_redock_1G50,0.7912,5.1374,inf
1G50,decoy111,EST_redock_1G50,0.7889,5.3866,inf
1G50,decoy416,EST_redock_1G50,0.7884,4.5987,inf
1G50,decoy193,EST_redock_1G50,0.7822,5.6495,inf
1G50,decoy397,EST_redock_1G50,0.7796,5.5175,inf
1G50,decoy336,EST_redock_1G50,0.7784,5.8373,inf
1G50,decoy155,EST_redock_1G50,0.7764,5.8073,inf
1G50,decoy34,EST_redock_1G50,0.7763,5.3604,inf
1G50,decoy261,EST_redock_1G50,0.7747,5.4608,inf
1G50,decoy394,EST_redock_1G50,0.7724,5.6326,inf
1G50,decoy230,EST_redock_1G50,0.7718,4.8472,inf
1G50,decoy384,EST_redock_1G50,0.7714,5.6126,inf
1G50,decoy81,EST_redock_1G50,0.7712,5.4677,inf
1G50,decoy72,EST_redock_1G50,0.7700,6.1664,inf
1G50,143-50-0_min,EST_redock_1G50,0.7696,6.4208,inf
1G50,decoy243,EST_redock_1G50,0.7694,5.3716,inf
1G50,decoy405,EST_redock_1G50,0.7650,5.1276,inf
1G50,decoy178,EST_redock_1G50,0.7635,5.4371,inf
1G50,decoy4,EST_redock_1G50,0.7634,5.1743,inf
1G50,decoy187,EST_redock_1G50,0.7598,4.9571,inf
1G50,decoy412,EST_redock_1G50,0.7559,5.0732,inf
1G50,decoy259,EST_redock_1G50,0.7511,5.2605,inf
1G50,decoy265,EST_redock_1G50,0.7505,5.6138,inf
1G50,500-38-9_min,EST_redock_1G50,0.7492,5.2636,inf
1G50,decoy189,EST_redock_1G50,0.7487,5.5284,inf
1G50,140-10-3_min,EST_redock_1G50,0.7458,3.3306,inf
1G50,decoy411,EST_redock_1G50,0.7452,5.1467,inf
1G50,decoy130,EST_redock_1G50,0.7430,5.2448,inf
1G50,decoy61,EST_redock_1G50,0.7420,5.5505,inf
1G50,decoy28,EST_redock_1G50,0.7414,5.6580,inf
1G50,27M_min,EST_redock_1G50,0.7411,4.6725,inf
1G50,decoy197,EST_redock_1G50,0.7409,5.4300,inf
1G50,decoy393,EST_redock_1G50,0.7387,4.8549,inf
1G50,decoy245,EST_redock_1G50,0.7374,5.6878,inf
1G50,decoy227,EST_redock_1G50,0.7359,5.1881,inf
1G50,decoy121,EST_redock_1G50,0.7352,4.7823,inf
1G50,57-83-0_min,EST_redock_1G50,0.7340,5.7360,inf
1G50,90-43-7_min,EST_redock_1G50,0.7331,3.3979,inf
1G50,decoy29,EST_redock_1G50,0.7328,4.6252,inf
1G50,85-68-7_min,EST_redock_1G50,0.7314,4.3790,inf
1G50,decoy204,EST_redock_1G50,0.7309,5.3287,inf
1G50,7773-34-4_min,EST_redock_1G50,0.7283,5.2929,inf
1G50,25154-52-3_min,EST_redock_1G50,0.7278,4.8615,inf
1G50,decoy184,EST_redock_1G50,0.7278,5.1121,inf
1G50,decoy297,EST_redock_1G50,0.7270,4.2914,inf
1G50,decoy185,EST_redock_1G50,0.7260,5.1624,inf
1G50,decoy23,EST_redock_1G50,0.7248,4.5351,inf
1G50,5394-98-9_min,EST_redock_1G50,0.7241,4.9585,inf
1G50,decoy431,EST_redock_1G50,0.7234,5.4183,inf
1G50,decoy183,EST_redock_1G50,0.7207,5.2469,inf
1G50,decoy180,EST_redock_1G50,0.7205,4.8664,inf
1G50,115-29-7_min,EST_redock_1G50,0.7172,5.1176,inf
1G50,decoy268,EST_redock_1G50,0.7168,4.5403,inf
1G50,decoy258,EST_redock_1G50,0.7161,4.9959,inf
1G50,decoy76,EST_redock_1G50,0.7155,4.7835,inf
1G50,decoy15,EST_redock_1G50,0.7151,4.6113,inf
1G50,84-69-5_min,EST_redock_1G50,0.7144,3.5296,inf
1G50,decoy235,EST_redock_1G50,0.7132,4.9198,inf
1G50,decoy5,EST_redock_1G50,0.7113,5.3601,inf
1G50,decoy45,EST_redock_1G50,0.7110,4.9190,inf
1G50,decoy156,EST_redock_1G50,0.7092,4.7870,inf
1G50,decoy281,EST_redock_1G50,0.7054,4.6269,inf
1G50,decoy212,EST_redock_1G50,0.7042,4.7332,inf
1G50,decoy376,EST_redock_1G50,0.7022,5.1853,inf
1G50,72-54-8_min,EST_redock_1G50,0.7013,4.7681,inf
1G50,decoy317,EST_redock_1G50,0.6957,4.7909,inf
1G50,decoy6,EST_redock_1G50,0.6943,4.7768,inf
1G50,decoy37,EST_redock_1G50,0.6921,3.8649,inf
1G50,decoy359,EST_redock_1G50,0.6913,4.3808,inf
1G50,3434-79-5_min,EST_redock_1G50,0.6893,5.3443,6.3576
1G50,decoy118,EST_redock_1G50,0.6876,4.9702,inf
1G50,77-09-8_min,EST_redock_1G50,0.6862,4.9375,inf
1G50,decoy150,EST_redock_1G50,0.6860,4.9377,inf
1G50,decoy84,EST_redock_1G50,0.6846,4.7493,inf
1G50,571-22-2_min,EST_redock_1G50,0.6840,5.0488,1.0376
1G50,decoy101,EST_redock_1G50,0.6830,4.5322,inf
1G50,decoy132,EST_redock_1G50,0.6825,4.9524,inf
1G50,72-43-5_min,EST_redock_1G50,0.6812,4.8836,inf
1G50,decoy151,EST_redock_1G50,0.6808,5.1736,inf
1G50,94-25-7_min,EST_redock_1G50,0.6773,3.7628,inf
1G50,decoy288,EST_redock_1G50,0.6773,4.6936,inf
1G50,decoy381,EST_redock_1G50,0.6762,4.7928,inf
1G50,decoy202,EST_redock_1G50,0.6711,3.3707,inf
1G50,decoy24,EST_redock_1G50,0.6696,4.8601,inf
1G50,decoy223,EST_redock_1G50,0.6662,4.6263,inf
1G50,decoy75,EST_redock_1G50,0.6643,4.3684,inf
1G50,1852-53-5_min,EST_redock_1G50,0.6628,4.9594,6.3432
1G50,decoy107,EST_redock_1G50,0.6613,5.1998,inf
1G50,decoy154,EST_redock_1G50,0.6579,4.4570,inf
1G50,decoy251,EST_redock_1G50,0.6564,4.2969,inf
1G50,decoy64,EST_redock_1G50,0.6557,4.4569,inf
1G50,decoy329,EST_redock_1G50,0.6553,5.2193,inf
1G50,50-22-6_min,EST_redock_1G50,0.6546,4.8515,inf
1G50,81-90-3_min,EST_redock_1G50,0.6541,4.6143,inf
1G50,Caffeine_min,EST_redock_1G50,0.6507,3.2288,inf
1G50,207-13-4_min,EST_redock_1G50,0.6499,3.7181,inf
1G50,68-23-5_min,EST_redock_1G50,0.6498,4.9424,0.8690
1G50,603-45-2_min,EST_redock_1G50,0.6496,4.7655,inf
1G50,decoy208,EST_redock_1G50,0.6486,4.4643,inf
1G50,decoy165,EST_redock_1G50,0.6470,3.9937,inf
1G50,58-89-9_min,EST_redock_1G50,0.6461,3.9190,inf
1G50,decoy63,EST_redock_1G50,0.6445,4.0910,inf
1G50,decoy290,EST_redock_1G50,0.6436,3.8906,inf
1G50,decoy420,EST_redock_1G50,0.6425,4.5665,inf
1G50,143-74-8_min,EST_redock_1G50,0.6398,4.4453,inf
1G50,80-09-1_min,EST_redock_1G50,0.6386,4.4271,inf
1G50,decoy82,EST_redock_1G50,0.6365,4.3762,inf
1G50,decoy408,EST_redock_1G50,0.6340,4.7330,inf
1G50,decoy361,EST_redock_1G50,0.6326,4.6611,inf
1G50,5108-94-1_min,EST_redock_1G50,0.6324,4.8694,6.3536
1G50,84-74-2_min,EST_redock_1G50,0.6323,3.3183,inf
1G50,decoy364,EST_redock_1G50,0.6314,4.4105,inf
1G50,decoy99,EST_redock_1G50,0.6303,4.5982,inf
1G50,decoy275,EST_redock_1G50,0.6294,4.5589,inf
1G50,2050-68-2_min,EST_redock_1G50,0.6292,2.9901,inf
1G50,decoy44,EST_redock_1G50,0.6289,4.1433,inf
1G50,decoy191,EST_redock_1G50,0.6284,4.0248,inf
1G50,decoy326,EST_redock_1G50,0.6280,4.8296,inf
1G50,decoy27,EST_redock_1G50,0.6260,4.4634,inf
1G50,decoy52,EST_redock_1G50,0.6233,4.1018,inf
1G50,50-29-3_min,EST_redock_1G50,0.6205,4.0244,inf
1G50,decoy363,EST_redock_1G50,0.6198,4.4751,inf
1G50,decoy250,EST_redock_1G50,0.6193,4.1978,inf
1G50,decoy415,EST_redock_1G50,0.6190,3.9233,inf
1G50,decoy137,EST_redock_1G50,0.6189,3.8073,inf
1G50,decoy347,EST_redock_1G50,0.6186,3.5599,inf
1G50,decoy87,EST_redock_1G50,0.6183,4.4712,inf
1G50,decoy119,EST_redock_1G50,0.6181,3.6791,inf
1G50,decoy388,EST_redock_1G50,0.6175,3.8642,inf
1G50,Melatonin_min,EST_redock_1G50,0.6166,4.0690,inf
1G50,decoy210,EST_redock_1G50,0.6165,4.7429,inf
1G50,decoy314,EST_redock_1G50,0.6153,4.1021,inf
1G50,decoy289,EST_redock_1G50,0.6133,4.1763,inf
1G50,decoy298,EST_redock_1G50,0.6117,4.0902,inf
1G50,decoy16,EST_redock_1G50,0.6117,4.4394,inf
1G50,decoy147,EST_redock_1G50,0.6116,4.4310,inf
